(12, 5)
(0, 3)
(2, 1)
(12, 6)
(56, 2)
(4, 1)
(12, 7)
(18, 2)
(14, 0)
(12, 8)
(17, 12)
(13, 2)
(12, 9)
(15, 12)
(35, 10)
(12, 10)
(61, 15)
(33, 10)
(12, 11)
(49, 10)
(39, 1)
(12, 12)
(57, 1)
(6, 0)
(12, 13)
(53, 2)
(57, 0)
(12, 14)
(14, 2)
(13, 14)
(12, 15)
(24, 10)
(49, 8)
(13, 0)
(56, 1)
(46, 11)
(13, 1)
(16, 0)
(55, 5)
(13, 2)
(12, 8)
(19, 15)
(13, 3)
(11, 6)
(8, 2)
(13, 4)
(39, 5)
(6, 8)
(13, 5)
(1, 10)
(8, 7)
(13, 6)
(32, 9)
(18, 1)
(13, 7)
(45, 1)
(30, 3)
(13, 8)
(37, 12)
(41, 11)
(13, 9)
(57, 4)
(17, 10)
(13, 10)
(26, 11)
(23, 8)
(13, 11)
(10, 5)
(49, 3)
(13, 12)
(31, 5)
(40, 0)
(13, 13)
(1, 9)
(28, 14)
(13, 14)
(25, 7)
(21, 5)
(13, 15)
(61, 7)
(5, 9)
(14, 0)
(12, 7)
(36, 5)
(14, 1)
(24, 10)
(36, 0)
(14, 2)
(16, 15)
(12, 14)
(14, 3)
(27, 8)
(29, 13)
(14, 4)
(33, 4)
(62, 15)
(14, 5)
(9, 0)
(25, 2)
(14, 6)
(51, 10)
(44, 8)
(14, 7)
(15, 6)
(31, 7)
(14, 8)
(0, 12)
(51, 2)
(14, 9)
(2, 3)
(4, 12)
(14, 10)
(38, 7)
(54, 10)
(14, 11)
(39, 4)
(49, 8)
(14, 12)
(15, 12)
(27, 3)
(14, 13)
(33, 0)
(40, 7)
(14, 14)
(54, 9)
(32, 10)
(14, 15)
(48, 5)
(27, 13)
(15, 0)
(15, 9)
(61, 2)
(15, 1)
(4, 7)
(42, 6)
(15, 2)
(38, 14)
(35, 13)
(15, 3)
(44, 3)
(3, 2)
(15, 4)
(44, 9)
(54, 8)
(15, 5)
(34, 10)
(15, 8)
(15, 6)
(49, 6)
(14, 7)
(15, 7)
(30, 4)
(56, 5)
(15, 8)
(6, 8)
(15, 5)
(15, 9)
(15, 0)
(10, 0)
(15, 10)
(10, 2)
(60, 5)
(15, 11)
(53, 0)
(5, 5)
(15, 12)
(12, 9)
(14, 12)
(15, 13)
(57, 2)
(5, 15)
(15, 14)
(3, 5)
(58, 13)
(15, 15)
(56, 4)
(16, 2)
(16, 0)
(46, 1)
(13, 1)
(16, 1)
(62, 9)
(62, 13)
(16, 2)
(63, 4)
(56, 3)
(16, 3)
(27, 15)
(54, 7)
(16, 4)
(6, 12)
(23, 4)
(16, 5)
(47, 6)
(27, 5)
(16, 6)
(59, 12)
(62, 11)
(16, 7)
(57, 2)
(45, 4)
(16, 8)
(61, 5)
(54, 11)
(16, 9)
(6, 5)
(43, 6)
(16, 10)
(29, 12)
(53, 6)
(16, 11)
(31, 15)
(47, 14)
(16, 12)
(28, 7)
(32, 15)
(16, 13)
(39, 7)
(57, 14)
(16, 14)
(32, 12)
(8, 10)
(16, 15)
(2, 13)
(14, 2)
(17, 0)
(51, 13)
(24, 12)
(17, 1)
(27, 13)
(28, 1)
(17, 2)
(61, 11)
(38, 10)
(17, 3)
(9, 1)
(59, 14)
(17, 4)
(9, 13)
(28, 3)
(17, 5)
(52, 12)
(26, 9)
(17, 6)
(43, 6)
(58, 5)
(17, 7)
(11, 3)
(18, 7)
(17, 8)
(54, 14)
(50, 5)
(17, 9)
(60, 3)
(56, 10)
(17, 10)
(39, 13)
(13, 9)
(17, 11)
(37, 8)
(60, 0)
(17, 12)
(12, 8)
(5, 3)
(17, 13)
(11, 1)
(46, 3)
(17, 14)
(20, 2)
(24, 13)
(17, 15)
(10, 8)
(55, 1)
(18, 0)
(34, 12)
(2, 9)
(18, 1)
(10, 1)
(13, 6)
(18, 2)
(12, 7)
(44, 0)
(18, 3)
(25, 0)
(40, 6)
(18, 4)
(28, 12)
(8, 12)
(18, 5)
(25, 8)
(61, 2)
(18, 6)
(8, 4)
(46, 7)
(18, 7)
(17, 7)
(22, 14)
(18, 8)
(36, 1)
(60, 15)
(18, 9)
(24, 13)
(24, 14)
(18, 10)
(26, 5)
(44, 11)
(18, 11)
(33, 5)
(39, 8)
(18, 12)
(49, 13)
(38, 11)
(18, 13)
(58, 7)
(21, 9)
(18, 14)
(32, 6)
(50, 14)
(18, 15)
(50, 0)
(30, 5)
(19, 0)
(8, 9)
(46, 3)
(19, 1)
(60, 2)
(45, 13)
(19, 2)
(62, 13)
(60, 13)
(19, 3)
(58, 6)
(52, 14)
(19, 4)
(23, 14)
(6, 15)
(19, 5)
(56, 1)
(9, 7)
(19, 6)
(3, 4)
(2, 9)
(19, 7)
(10, 5)
(13, 11)
(19, 8)
(61, 8)
(11, 5)
(19, 9)
(40, 2)
(3, 6)
(19, 10)
(45, 8)
(6, 9)
(19, 11)
(12, 3)
(59, 2)
(19, 12)
(55, 9)
(52, 12)
(19, 13)
(24, 15)
(32, 4)
(19, 14)
(55, 0)
(20, 13)
(19, 15)
(9, 8)
(13, 2)
(20, 0)
(31, 4)
(60, 1)
(20, 1)
(49, 4)
(11, 15)
(20, 2)
(39, 11)
(17, 14)
(20, 3)
(3, 8)
(34, 12)
(20, 4)
(50, 6)
(40, 4)
(20, 5)
(47, 4)
(60, 7)
(20, 6)
(45, 3)
(41, 13)
(20, 7)
(56, 13)
(10, 1)
(20, 8)
(21, 3)
(44, 1)
(20, 9)
(4, 8)
(58, 10)
(20, 10)
(19, 7)
(55, 10)
(20, 11)
(1, 15)
(43, 7)
(20, 12)
(10, 10)
(47, 6)
(20, 13)
(56, 11)
(19, 14)
(20, 14)
(39, 11)
(61, 1)
(20, 15)
(50, 8)
(29, 6)
(21, 0)
(43, 1)
(27, 7)
(21, 1)
(60, 2)
(10, 14)
(21, 2)
(55, 11)
(50, 4)
(21, 3)
(43, 13)
(20, 8)
(21, 4)
(28, 6)
(36, 4)
(21, 5)
(21, 10)
(13, 14)
(21, 6)
(4, 5)
(25, 10)
(21, 7)
(4, 9)
(63, 0)
(21, 8)
(43, 3)
(52, 1)
(21, 9)
(44, 2)
(18, 13)
(21, 10)
(24, 7)
(21, 5)
(21, 11)
(29, 7)
(22, 8)
(21, 12)
(35, 1)
(26, 13)
(21, 13)
(1, 2)
(57, 3)
(21, 14)
(11, 12)
(59, 10)
(21, 15)
(23, 0)
(32, 15)
(22, 0)
(6, 13)
(26, 3)
(22, 1)
(26, 13)
(60, 11)
(22, 2)
(10, 14)
(45, 11)
(22, 3)
(4, 5)
(25, 6)
(22, 4)
(0, 5)
(52, 5)
(22, 5)
(61, 4)
(56, 4)
(22, 6)
(30, 6)
(10, 12)
(22, 7)
(31, 13)
(49, 6)
(22, 8)
(21, 11)
(0, 13)
(22, 9)
(33, 7)
(22, 13)
(22, 10)
(34, 0)
(49, 1)
(22, 11)
(27, 14)
(29, 5)
(22, 12)
(63, 13)
(46, 8)
(22, 13)
(27, 11)
(22, 9)
(22, 14)
(18, 7)
(32, 2)
(22, 15)
(38, 4)
(24, 9)
(23, 0)
(21, 15)
(57, 15)
(23, 1)
(62, 3)
(38, 1)
(23, 2)
(51, 5)
(7, 14)
(23, 3)
(32, 0)
(50, 5)
(23, 4)
(16, 4)
(52, 4)
(23, 5)
(42, 13)
(36, 10)
(23, 6)
(10, 4)
(6, 11)
(23, 7)
(37, 4)
(44, 10)
(23, 8)
(52, 9)
(13, 10)
(23, 9)
(51, 14)
(39, 13)
(23, 10)
(58, 15)
(4, 14)
(23, 11)
(40, 3)
(6, 6)
(23, 12)
(44, 15)
(6, 5)
(23, 13)
(40, 10)
(29, 4)
(23, 14)
(19, 4)
(55, 8)
(23, 15)
(48, 3)
(42, 9)
(24, 0)
(3, 14)
(27, 9)
(24, 1)
(50, 7)
(3, 15)
(24, 2)
(1, 10)
(58, 0)
(24, 3)
(2, 1)
(47, 11)
(24, 4)
(8, 10)
(51, 13)
(24, 5)
(32, 9)
(50, 14)
(24, 6)
(7, 7)
(49, 13)
(24, 7)
(8, 13)
(21, 10)
(24, 8)
(49, 15)
(43, 0)
(24, 9)
(22, 15)
(41, 15)
(24, 10)
(14, 1)
(12, 15)
(24, 11)
(4, 3)
(40, 0)
(24, 12)
(28, 2)
(17, 0)
(24, 13)
(18, 9)
(17, 14)
(24, 14)
(56, 15)
(18, 9)
(24, 15)
(19, 13)
(53, 7)
(25, 0)
(63, 12)
(18, 3)
(25, 1)
(30, 2)
(42, 9)
(25, 2)
(14, 5)
(26, 0)
(25, 3)
(51, 5)
(38, 10)
(25, 4)
(52, 8)
(52, 13)
(25, 5)
(40, 7)
(5, 7)
(25, 6)
(22, 3)
(11, 2)
(25, 7)
(13, 14)
(26, 6)
(25, 8)
(37, 14)
(18, 5)
(25, 9)
(1, 0)
(43, 8)
(25, 10)
(21, 6)
(0, 2)
(25, 11)
(36, 9)
(52, 14)
(25, 12)
(25, 13)
(45, 15)
(25, 13)
(46, 9)
(25, 12)
(25, 14)
(51, 6)
(28, 5)
(25, 15)
(33, 1)
(10, 2)
(26, 0)
(25, 2)
(29, 8)
(26, 1)
(0, 4)
(0, 8)
(26, 2)
(53, 0)
(41, 14)
(26, 3)
(22, 0)
(60, 10)
(26, 4)
(5, 0)
(29, 9)
(26, 5)
(18, 10)
(53, 5)
(26, 6)
(25, 7)
(1, 12)
(26, 7)
(32, 2)
(50, 9)
(26, 8)
(5, 4)
(10, 15)
(26, 9)
(19, 12)
(17, 5)
(26, 10)
(59, 8)
(31, 0)
(26, 11)
(13, 10)
(2, 11)
(26, 12)
(54, 6)
(53, 5)
(26, 13)
(22, 1)
(21, 12)
(26, 14)
(46, 2)
(43, 15)
(26, 15)
(39, 3)
(56, 11)
(27, 0)
(51, 10)
(56, 6)
(27, 1)
(43, 4)
(56, 0)
(27, 2)
(59, 3)
(7, 3)
(27, 3)
(3, 11)
(14, 12)
(27, 4)
(30, 5)
(56, 8)
(27, 5)
(16, 5)
(62, 6)
(27, 6)
(38, 11)
(24, 6)
(27, 7)
(9, 2)
(21, 0)
(27, 8)
(14, 3)
(43, 5)
(27, 9)
(24, 0)
(7, 13)
(27, 10)
(55, 11)
(36, 15)
(27, 11)
(22, 13)
(63, 11)
(27, 12)
(54, 0)
(56, 14)
(27, 13)
(17, 1)
(14, 15)
(27, 14)
(22, 11)
(18, 12)
(27, 15)
(16, 3)
(51, 8)
(28, 0)
(3, 12)
(9, 14)
(28, 1)
(6, 7)
(17, 1)
(28, 2)
(24, 12)
(58, 12)
(28, 3)
(17, 4)
(42, 0)
(28, 4)
(58, 9)
(62, 0)
(28, 5)
(55, 3)
(25, 14)
(28, 6)
(30, 4)
(21, 4)
(28, 7)
(53, 3)
(16, 12)
(28, 8)
(48, 12)
(43, 11)
(28, 9)
(58, 4)
(37, 9)
(28, 10)
(31, 6)
(38, 5)
(28, 11)
(39, 12)
(59, 6)
(28, 12)
(18, 4)
(44, 6)
(28, 13)
(3, 15)
(45, 7)
(28, 14)
(13, 13)
(26, 8)
(28, 15)
(50, 0)
(49, 12)
(29, 0)
(6, 2)
(11, 4)
(29, 1)
(53, 9)
(4, 4)
(29, 2)
(11, 13)
(63, 5)
(29, 3)
(60, 9)
(51, 4)
(29, 4)
(23, 13)
(32, 3)
(29, 5)
(41, 1)
(22, 11)
(29, 6)
(20, 15)
(44, 12)
(29, 7)
(49, 1)
(21, 11)
(29, 8)
(8, 14)
(26, 0)
(29, 9)
(34, 8)
(26, 4)
(29, 10)
(8, 2)
(61, 12)
(29, 11)
(53, 10)
(49, 14)
(29, 12)
(6, 0)
(16, 10)
(29, 13)
(42, 0)
(14, 3)
(29, 14)
(1, 5)
(63, 2)
(29, 15)
(57, 6)
(11, 15)
(30, 0)
(58, 4)
(35, 8)
(30, 1)
(3, 0)
(1, 6)
(30, 2)
(25, 1)
(37, 15)
(30, 3)
(52, 2)
(13, 7)
(30, 4)
(28, 6)
(15, 7)
(30, 5)
(27, 4)
(18, 15)
(30, 6)
(22, 6)
(53, 14)
(30, 7)
(38, 12)
(54, 3)
(30, 8)
(43, 9)
(27, 6)
(30, 9)
(62, 15)
(7, 1)
(30, 10)
(7, 15)
(36, 11)
(30, 11)
(42, 4)
(0, 15)
(30, 12)
(57, 7)
(34, 15)
(30, 13)
(11, 2)
(11, 7)
(30, 14)
(62, 7)
(46, 0)
(30, 15)
(12, 1)
(11, 10)
(31, 0)
(5, 1)
(26, 10)
(31, 1)
(35, 1)
(2, 4)
(31, 2)
(44, 11)
(3, 14)
(31, 3)
(51, 1)
(39, 9)
(31, 4)
(20, 0)
(58, 10)
(31, 5)
(13, 12)
(55, 3)
(31, 6)
(28, 10)
(45, 6)
(31, 7)
(45, 2)
(14, 7)
(31, 8)
(11, 14)
(7, 11)
(31, 9)
(57, 13)
(35, 13)
(31, 10)
(42, 15)
(55, 13)
(31, 11)
(42, 13)
(11, 4)
(31, 12)
(51, 15)
(55, 2)
(31, 13)
(22, 7)
(43, 9)
(31, 14)
(1, 7)
(32, 7)
(31, 15)
(16, 11)
(10, 0)
(32, 0)
(23, 3)
(35, 11)
(32, 1)
(8, 13)
(47, 0)
(32, 2)
(26, 7)
(22, 14)
(32, 3)
(57, 5)
(29, 4)
(32, 4)
(38, 12)
(19, 13)
(32, 5)
(58, 2)
(40, 8)
(32, 6)
(18, 14)
(50, 14)
(32, 7)
(57, 13)
(31, 14)
(32, 8)
(40, 4)
(20, 4)
(32, 9)
(13, 6)
(24, 5)
(32, 10)
(39, 14)
(14, 14)
(32, 11)
(5, 13)
(53, 15)
(32, 12)
(16, 14)
(33, 12)
(32, 13)
(34, 8)
(45, 8)
(32, 14)
(47, 14)
(11, 0)
(32, 15)
(21, 15)
(16, 12)
(33, 0)
(14, 13)
(62, 3)
(33, 1)
(25, 15)
(41, 8)
(33, 2)
(34, 9)
(34, 6)
(33, 3)
(52, 10)
(49, 2)
(33, 4)
(53, 13)
(14, 4)
(33, 5)
(33, 13)
(18, 11)
(33, 6)
(2, 8)
(7, 12)
(33, 7)
(22, 9)
(50, 12)
(33, 8)
(40, 2)
(46, 6)
(33, 9)
(12, 3)
(37, 3)
(33, 10)
(5, 8)
(12, 10)
(33, 11)
(0, 8)
(53, 12)
(33, 12)
(45, 7)
(32, 12)
(33, 13)
(33, 5)
(40, 11)
(33, 14)
(48, 7)
(62, 9)
(33, 15)
(7, 12)
(4, 0)
(34, 0)
(22, 10)
(6, 9)
(34, 1)
(45, 10)
(52, 3)
(34, 2)
(49, 15)
(10, 10)
(34, 3)
(6, 13)
(36, 3)
(34, 4)
(57, 15)
(45, 5)
(34, 5)
(61, 15)
(53, 8)
(34, 6)
(36, 14)
(33, 2)
(34, 7)
(37, 11)
(49, 9)
(34, 8)
(32, 13)
(29, 9)
(34, 9)
(42, 11)
(33, 2)
(34, 10)
(15, 5)
(51, 4)
(34, 11)
(2, 10)
(9, 1)
(34, 12)
(20, 3)
(18, 0)
(34, 13)
(50, 13)
(2, 3)
(34, 14)
(40, 3)
(61, 5)
(34, 15)
(59, 14)
(30, 12)
(35, 0)
(43, 10)
(2, 0)
(35, 1)
(21, 12)
(31, 1)
(35, 2)
(40, 11)
(41, 1)
(35, 3)
(45, 11)
(1, 11)
(35, 4)
(9, 12)
(5, 12)
(35, 5)
(36, 7)
(10, 9)
(35, 6)
(9, 6)
(47, 7)
(35, 7)
(0, 10)
(43, 11)
(35, 8)
(37, 14)
(30, 0)
(35, 9)
(46, 5)
(0, 2)
(35, 10)
(12, 9)
(57, 10)
(35, 11)
(32, 0)
(50, 2)
(35, 12)
(53, 6)
(59, 2)
(35, 13)
(31, 9)
(15, 2)
(35, 14)
(48, 10)
(40, 9)
(35, 15)
(1, 0)
(42, 7)
(36, 0)
(14, 1)
(33, 5)
(36, 1)
(8, 9)
(18, 8)
(36, 2)
(0, 11)
(57, 8)
(36, 3)
(6, 14)
(34, 3)
(36, 4)
(21, 4)
(38, 9)
(36, 5)
(38, 6)
(14, 0)
(36, 6)
(50, 3)
(38, 9)
(36, 7)
(49, 7)
(35, 5)
(36, 8)
(56, 9)
(36, 13)
(36, 9)
(4, 15)
(25, 11)
(36, 10)
(23, 5)
(60, 8)
(36, 11)
(11, 1)
(30, 10)
(36, 12)
(39, 4)
(54, 1)
(36, 13)
(36, 8)
(8, 11)
(36, 14)
(41, 10)
(34, 6)
(36, 15)
(63, 1)
(27, 10)
(37, 0)
(37, 6)
(63, 12)
(37, 1)
(1, 6)
(57, 1)
(37, 2)
(0, 1)
(40, 5)
(37, 3)
(33, 9)
(12, 3)
(37, 4)
(23, 7)
(1, 3)
(37, 5)
(55, 10)
(35, 6)
(37, 6)
(1, 1)
(37, 0)
(37, 7)
(3, 6)
(56, 15)
(37, 8)
(17, 11)
(5, 2)
(37, 9)
(28, 9)
(56, 10)
(37, 10)
(42, 12)
(59, 11)
(37, 11)
(34, 7)
(63, 6)
(37, 12)
(13, 8)
(1, 15)
(37, 13)
(3, 0)
(39, 9)
(37, 14)
(25, 8)
(35, 8)
(37, 15)
(45, 5)
(30, 2)
(38, 0)
(49, 14)
(6, 4)
(38, 1)
(51, 7)
(23, 1)
(38, 2)
(52, 13)
(50, 14)
(38, 3)
(38, 13)
(52, 0)
(38, 4)
(41, 0)
(22, 15)
(38, 5)
(4, 2)
(28, 10)
(38, 6)
(8, 6)
(36, 5)
(38, 7)
(14, 10)
(1, 4)
(38, 8)
(2, 4)
(55, 7)
(38, 9)
(36, 4)
(36, 6)
(38, 10)
(25, 3)
(17, 2)
(38, 11)
(18, 12)
(27, 6)
(38, 12)
(30, 7)
(32, 4)
(38, 13)
(3, 9)
(38, 3)
(38, 14)
(15, 2)
(41, 9)
(38, 15)
(49, 10)
(8, 1)
(39, 0)
(47, 15)
(6, 6)
(39, 1)
(12, 11)
(5, 14)
(39, 2)
(59, 9)
(41, 13)
(39, 3)
(26, 15)
(62, 10)
(39, 4)
(36, 12)
(14, 11)
(39, 5)
(13, 4)
(48, 4)
(39, 6)
(43, 0)
(50, 2)
(39, 7)
(16, 13)
(58, 1)
(39, 8)
(18, 11)
(52, 8)
(39, 9)
(37, 13)
(31, 3)
(39, 10)
(54, 8)
(44, 9)
(39, 11)
(20, 14)
(20, 2)
(39, 12)
(28, 11)
(7, 8)
(39, 13)
(23, 9)
(17, 10)
(39, 14)
(49, 0)
(32, 10)
(39, 15)
(8, 3)
(54, 0)
(40, 0)
(24, 11)
(13, 12)
(40, 1)
(55, 14)
(45, 0)
(40, 2)
(33, 8)
(19, 9)
(40, 3)
(34, 14)
(23, 11)
(40, 4)
(20, 4)
(32, 8)
(40, 5)
(52, 1)
(37, 2)
(40, 6)
(18, 3)
(37, 3)
(40, 7)
(25, 5)
(14, 13)
(40, 8)
(58, 11)
(32, 5)
(40, 9)
(35, 14)
(47, 4)
(40, 10)
(23, 13)
(55, 13)
(40, 11)
(35, 2)
(33, 13)
(40, 12)
(53, 9)
(29, 1)
(40, 13)
(0, 6)
(39, 10)
(40, 14)
(12, 4)
(46, 13)
(40, 15)
(9, 10)
(63, 1)
(41, 0)
(38, 4)
(60, 15)
(41, 1)
(29, 5)
(35, 2)
(41, 2)
(55, 12)
(57, 10)
(41, 3)
(54, 12)
(0, 15)
(41, 4)
(3, 13)
(10, 6)
(41, 5)
(7, 6)
(48, 3)
(41, 6)
(45, 9)
(62, 14)
(41, 7)
(47, 15)
(0, 11)
(41, 8)
(33, 1)
(49, 5)
(41, 9)
(38, 14)
(59, 10)
(41, 10)
(36, 14)
